,area,distance to Roads,distance to Electrical lines,distance to Water,shape_factor,grassland,dry savanna,orchard,agriculture with vegetation,arable land,inner swamp,complex culture systems,Elevation mean,Elevation std,Slope mean,Slope std,Aspect mean,Aspect std,time to resource 0,time from resource 0,fuel consumption to resource 0,fuel consumption from resource 0,time to resource 1,time from resource 1,fuel consumption to resource 1,fuel consumption from resource 1,time to resource 2,time from resource 2,fuel consumption to resource 2,fuel consumption from resource 2,time to resource 3,time from resource 3,fuel consumption to resource 3,fuel consumption from resource 3,time to resource 4,time from resource 4,fuel consumption to resource 4,fuel consumption from resource 4,time to resource 5,time from resource 5,fuel consumption to resource 5,fuel consumption from resource 5,time to resource 6,time from resource 6,fuel consumption to resource 6,fuel consumption from resource 6
158,100000.00,1330.18,5185.31,1036.83,0.51,1.00,0.00,0.00,0.00,0.00,0.00,0.00,22.89,4.18,4.84,1.61,184.44,139.38,3.73,5.22,108.35,228.56,3.99,5.56,108.22,228.32,3.03,4.09,80.23,169.43,1.38,1.85,36.92,79.55,0.76,1.01,20.66,45.41,0.70,0.91,18.52,39.75,5.70,8.76,149.67,308.14
159,100219.71,1369.28,4954.50,808.16,0.53,1.00,0.00,0.00,0.00,0.00,0.00,0.00,13.56,2.06,2.58,1.46,185.48,127.26,3.73,5.21,108.28,228.21,3.98,5.55,108.15,227.97,3.03,4.09,80.16,169.08,1.38,1.84,36.84,79.21,0.75,1.00,20.59,45.06,0.70,0.91,18.44,39.40,5.70,8.76,149.86,308.29
160,99826.78,1644.56,5365.76,693.93,0.61,1.00,0.00,0.00,0.00,0.00,0.00,0.00,22.11,5.32,5.33,2.39,215.58,26.49,3.74,5.22,108.42,228.63,3.99,5.56,108.30,228.40,3.03,4.10,80.31,169.51,1.39,1.85,36.99,79.63,0.76,1.01,20.74,45.49,0.71,0.92,18.59,39.83,5.71,8.77,149.65,307.97
161,102390.46,1636.44,5743.79,881.52,0.65,1.00,0.00,0.00,0.00,0.00,0.00,0.00,25.38,4.58,4.63,2.21,161.33,124.76,3.74,5.23,108.60,228.91,4.00,5.57,108.48,228.67,3.04,4.10,80.49,169.78,1.39,1.86,37.17,79.91,0.77,1.02,20.92,45.76,0.71,0.92,18.77,40.10,5.71,8.77,149.52,307.60
162,100000.00,1392.33,5608.07,1151.43,0.51,1.00,0.00,0.00,0.00,0.00,0.00,0.00,23.08,6.88,4.65,1.83,138.54,90.26,3.74,5.23,108.60,228.91,4.00,5.57,108.48,228.67,3.04,4.10,80.49,169.78,1.39,1.86,37.17,79.91,0.77,1.02,20.92,45.76,0.71,0.92,18.77,40.10,5.71,8.77,149.52,307.60
163,100742.10,1955.82,4735.42,917.75,0.60,1.00,0.00,0.00,0.00,0.00,0.00,0.00,17.50,3.60,3.54,2.49,116.15,74.33,3.73,5.20,108.01,228.07,3.98,5.54,107.89,227.84,3.02,4.08,79.90,168.95,1.38,1.83,36.58,79.07,0.75,0.99,20.33,44.92,0.70,0.90,18.18,39.26,5.70,8.75,149.93,308.83
164,100623.23,1737.80,5061.18,665.16,0.58,1.00,0.00,0.00,0.00,0.00,0.00,0.00,29.00,4.27,3.58,1.23,237.89,107.30,3.73,5.22,108.35,228.56,3.99,5.56,108.22,228.32,3.03,4.09,80.23,169.43,1.38,1.85,36.92,79.55,0.76,1.01,20.66,45.41,0.70,0.91,18.52,39.75,5.70,8.76,149.67,308.14
165,59063.43,1679.71,4793.70,747.78,0.59,1.00,0.00,0.00,0.00,0.00,0.00,0.00,18.80,5.33,4.80,2.23,212.01,120.45,3.73,5.21,108.16,228.12,3.98,5.55,108.03,227.89,3.02,4.08,80.04,169.00,1.38,1.84,36.72,79.12,0.75,1.00,20.47,44.97,0.70,0.90,18.32,39.31,5.70,8.75,149.91,308.52
166,102669.69,285.53,1813.82,211.83,0.51,1.00,0.00,0.00,0.00,0.00,0.00,0.00,9.96,1.08,1.05,0.37,214.68,105.75,3.64,5.10,106.48,223.47,3.90,5.44,106.35,223.24,2.94,3.97,78.37,164.35,1.29,1.73,35.05,74.47,0.67,0.89,18.80,40.33,0.61,0.79,16.43,34.67,5.61,8.64,148.56,305.39
167,102858.43,647.95,2375.11,447.83,0.66,1.00,0.00,0.00,0.00,0.00,0.00,0.00,15.47,7.11,4.32,3.55,132.76,134.30,3.65,5.11,106.53,223.68,3.90,5.44,106.41,223.44,2.94,3.98,78.42,164.55,1.29,1.73,35.10,74.68,0.67,0.89,18.85,40.53,0.62,0.80,16.51,34.87,5.61,8.65,148.63,305.59
168,99365.52,369.70,2311.53,270.60,0.42,1.00,0.00,0.00,0.00,0.00,0.00,0.00,10.25,1.67,1.69,1.39,167.80,127.07,3.65,5.11,106.53,223.68,3.90,5.44,106.41,223.44,2.94,3.98,78.42,164.55,1.29,1.73,35.10,74.68,0.67,0.89,18.85,40.53,0.62,0.80,16.51,34.87,5.61,8.65,148.63,305.59
169,99946.58,438.54,6114.86,961.85,0.35,1.00,0.00,0.00,0.00,0.00,0.00,0.00,23.83,6.06,5.54,3.31,147.74,101.28,3.67,5.17,107.27,226.10,3.92,5.51,107.15,225.87,2.96,4.04,79.16,166.98,1.32,1.80,35.84,77.10,0.69,0.95,19.59,42.95,0.76,1.01,20.36,43.95,5.76,8.86,149.30,307.63
170,71269.58,306.27,5923.75,1191.67,0.44,1.00,0.00,0.00,0.00,0.00,0.00,0.00,18.89,4.11,3.33,1.70,197.67,106.90,3.67,5.15,107.04,225.78,3.92,5.49,106.92,225.54,2.96,4.03,78.93,166.66,1.32,1.78,35.61,76.78,0.69,0.94,19.36,42.63,0.76,1.00,20.13,43.63,5.76,8.85,149.47,308.09
171,97496.98,186.78,3191.38,388.08,0.36,1.00,0.00,0.00,0.00,0.00,0.00,0.00,13.53,6.69,6.03,4.00,142.05,105.71,2.37,3.39,71.70,150.49,2.63,3.73,71.57,150.25,1.67,2.27,43.58,91.37,0.19,0.23,4.69,10.26,1.26,1.71,35.18,74.46,1.97,2.62,53.02,112.22,6.97,10.47,185.14,382.95
172,64450.88,284.86,3108.18,663.42,0.72,1.00,0.00,0.00,0.00,0.00,0.00,0.00,6.64,1.29,2.46,2.40,162.63,95.52,2.38,3.40,71.87,150.60,2.63,3.74,71.74,150.36,1.67,2.27,43.75,91.47,0.19,0.24,4.86,10.37,1.26,1.71,35.35,74.57,1.97,2.63,53.19,112.33,6.97,10.48,185.31,383.05
173,101990.00,170.33,3287.92,402.81,0.58,1.00,0.00,0.00,0.00,0.00,0.00,0.00,12.86,2.92,3.60,2.63,189.18,100.78,2.36,3.37,71.24,149.24,2.62,3.71,71.11,149.01,1.66,2.24,43.12,90.12,0.18,0.21,4.23,9.01,1.25,1.69,34.72,73.22,1.96,2.60,52.56,110.98,6.96,10.45,184.68,381.70
174,101097.54,164.50,3245.57,327.06,0.54,1.00,0.00,0.00,0.00,0.00,0.00,0.00,13.43,5.09,4.59,1.69,155.28,125.93,2.36,3.36,71.16,148.86,2.61,3.70,71.03,148.63,1.65,2.23,43.05,89.74,0.17,0.20,4.15,8.63,1.24,1.67,34.64,72.84,1.95,2.59,52.48,110.60,6.95,10.44,184.61,381.32
175,101672.21,303.55,5310.23,4416.79,0.53,0.00,0.00,0.00,0.00,1.00,0.00,0.00,33.20,6.28,6.70,2.52,63.47,74.23,0.54,0.76,14.27,30.26,0.92,1.34,21.30,45.84,1.86,2.62,50.01,107.59,2.89,4.14,84.94,182.37,3.96,5.62,115.43,246.58,4.68,6.53,133.27,284.33,9.68,14.38,265.40,555.06
176,99354.46,474.09,5547.81,2102.01,0.60,0.00,0.00,0.00,0.00,1.00,0.00,0.00,42.36,4.40,4.65,1.54,207.87,96.81,0.53,0.76,14.12,30.16,0.91,1.34,21.14,45.74,1.85,2.62,49.86,107.48,2.89,4.14,84.78,182.27,3.96,5.61,115.27,246.47,4.67,6.53,133.11,284.23,9.67,14.38,265.24,554.95
177,98516.95,140.04,5825.43,1853.18,0.59,0.00,0.00,0.00,0.00,1.00,0.00,0.00,30.77,3.38,4.47,1.30,284.24,37.82,0.48,0.69,13.27,28.06,0.92,1.34,21.49,46.23,1.80,2.55,49.01,105.38,2.83,4.06,83.93,180.17,3.90,5.54,114.42,244.37,4.62,6.45,132.26,282.13,9.62,14.30,264.39,552.86
178,99346.16,187.56,5446.58,2268.87,0.54,0.00,0.00,0.00,0.00,1.00,0.00,0.00,38.93,2.26,2.54,1.92,147.03,69.57,0.53,0.76,14.07,30.16,0.91,1.33,21.10,45.74,1.85,2.62,49.81,107.48,2.89,4.13,84.74,182.27,3.96,5.61,115.23,246.47,4.67,6.52,133.07,284.23,9.67,14.37,265.20,554.95
179,71438.15,361.13,5688.62,2033.72,0.49,0.00,0.00,0.00,0.00,1.00,0.00,0.00,36.31,1.16,1.65,0.87,214.96,130.28,0.52,0.73,13.86,29.62,0.90,1.31,20.88,45.20,1.83,2.59,49.60,106.94,2.87,4.11,84.53,181.73,3.94,5.58,115.02,245.93,4.65,6.50,132.86,283.69,9.65,14.35,264.98,554.41
180,36092.81,171.61,629.37,2049.35,0.41,0.00,1.00,0.00,0.00,0.00,0.00,0.00,7.17,2.07,1.61,0.78,193.29,75.91,2.95,4.21,88.57,185.40,3.20,4.55,88.44,185.16,2.25,3.08,60.45,126.28,0.60,0.84,17.14,36.40,0.51,0.70,15.34,31.92,1.22,1.61,33.18,69.67,6.22,9.46,165.30,340.40
181,84173.20,687.94,590.54,1190.19,0.54,0.00,1.00,0.00,0.00,0.00,0.00,0.00,8.11,1.15,1.12,0.41,193.54,105.66,2.98,4.24,88.75,185.60,3.24,4.58,88.63,185.37,2.28,3.11,60.64,126.48,0.63,0.87,17.32,36.60,0.49,0.68,14.43,30.75,1.20,1.59,32.27,68.51,6.20,9.44,164.39,339.23
182,47517.52,410.15,3263.10,638.34,0.49,0.00,1.00,0.00,0.00,0.00,0.00,0.00,11.42,0.95,0.83,0.32,175.53,104.29,2.95,4.19,87.77,183.78,3.20,4.53,87.65,183.55,2.24,3.07,59.66,124.66,0.60,0.82,16.34,34.78,0.49,0.67,14.40,30.64,1.20,1.59,32.23,68.40,6.20,9.44,164.36,339.12
183,43894.15,587.24,3702.91,155.89,0.22,0.00,1.00,0.00,0.00,0.00,0.00,0.00,6.41,1.24,0.84,0.41,109.26,86.42,2.96,4.21,88.22,184.19,3.21,4.55,88.09,183.96,2.25,3.08,60.11,125.07,0.61,0.84,16.79,35.19,0.51,0.71,15.31,32.19,1.23,1.62,33.15,69.95,6.23,9.48,165.28,340.67
184,59843.68,109.25,204.75,579.83,0.24,0.71,0.29,0.00,0.00,0.00,0.00,0.00,9.40,1.69,1.96,1.35,193.61,93.67,4.06,5.69,118.80,250.18,4.32,6.03,118.67,249.95,3.36,4.56,90.68,191.06,1.71,2.32,47.36,101.18,1.09,1.48,31.11,67.04,0.36,0.48,9.48,19.93,5.06,7.94,133.11,272.17
185,90793.34,1763.93,18992.23,193.23,0.67,1.00,0.00,0.00,0.00,0.00,0.00,0.00,36.68,5.67,5.94,1.88,196.42,98.88,0.94,1.33,25.04,52.68,1.49,2.13,35.29,75.35,2.26,3.19,60.78,130.00,3.30,4.71,95.71,204.79,4.36,6.19,126.20,268.99,5.08,7.10,144.04,306.75,10.08,14.95,276.16,577.47
186,23382.10,85.91,17864.29,177.50,0.52,1.00,0.00,0.00,0.00,0.00,0.00,0.00,15.33,2.00,1.80,1.40,139.58,76.35,0.97,1.36,25.52,53.46,1.52,2.16,35.77,76.13,2.28,3.22,61.26,130.79,3.32,4.74,96.19,205.57,4.39,6.21,126.67,269.78,5.10,7.13,144.51,307.54,10.10,14.98,276.64,578.26
187,23393.89,144.40,170.59,839.21,0.59,0.00,1.00,0.00,0.00,0.00,0.00,0.00,12.62,0.99,0.96,0.54,133.87,36.70,3.90,5.48,114.40,240.16,4.15,5.82,114.28,239.92,3.19,4.35,86.29,181.03,1.55,2.11,42.97,91.15,0.92,1.27,26.72,57.01,0.30,0.39,7.17,15.13,5.23,8.15,137.43,282.26
188,61944.31,471.65,198.73,1096.47,0.70,0.00,1.00,0.00,0.00,0.00,0.00,0.00,12.14,2.75,1.93,0.59,233.50,92.60,3.90,5.47,114.24,239.84,4.15,5.81,114.11,239.60,3.19,4.35,86.13,180.71,1.54,2.10,42.81,90.84,0.92,1.26,26.56,56.69,0.30,0.39,7.33,15.46,5.23,8.15,137.59,282.58
189,17041.70,67.69,552.66,706.36,0.54,1.00,0.00,0.00,0.00,0.00,0.00,0.00,10.11,1.66,1.47,0.67,96.36,106.99,4.10,5.74,119.24,250.89,4.35,6.08,119.12,250.66,3.39,4.61,91.13,191.77,1.75,2.37,47.81,101.89,1.12,1.53,31.56,67.75,0.28,0.36,6.69,13.37,5.33,8.21,139.26,284.09
190,41943.49,295.41,270.20,572.39,0.66,1.00,0.00,0.00,0.00,0.00,0.00,0.00,8.62,1.64,1.44,0.65,136.72,53.85,4.11,5.74,119.46,251.38,4.37,6.08,119.34,251.14,3.41,4.62,91.35,192.26,1.76,2.37,48.03,102.38,1.14,1.53,31.78,68.23,0.29,0.37,6.98,14.03,5.34,8.22,139.56,284.75
191,49683.52,1509.19,213.49,184.13,0.54,1.00,0.00,0.00,0.00,0.00,0.00,0.00,6.14,0.99,0.79,0.22,93.34,120.57,3.68,5.19,107.98,226.49,3.93,5.53,107.86,226.25,2.98,4.06,79.87,167.37,1.33,1.82,36.55,77.49,0.70,0.98,20.30,43.34,0.45,0.58,11.80,24.36,5.45,8.43,143.93,295.09
192,95257.53,458.58,170.42,172.54,0.41,1.00,0.00,0.00,0.00,0.00,0.00,0.00,11.45,3.09,2.43,1.15,148.94,112.41,3.68,5.15,106.83,224.57,3.94,5.49,106.70,224.33,2.98,4.03,78.71,165.45,1.33,1.78,35.39,75.57,0.71,0.94,19.14,41.42,0.65,0.84,16.78,35.76,5.65,8.69,148.91,306.48
193,38931.52,754.35,512.33,126.44,0.30,1.00,0.00,0.00,0.00,0.00,0.00,0.00,6.93,2.12,1.21,0.68,174.49,125.49,3.76,5.28,110.07,230.55,4.01,5.62,109.94,230.32,3.05,4.15,81.96,171.43,1.40,1.91,38.64,81.55,0.78,1.07,22.39,47.41,0.47,0.60,12.10,24.94,5.47,8.45,144.22,295.67
194,24051.11,121.04,3123.13,342.01,0.17,1.00,0.00,0.00,0.00,0.00,0.00,0.00,9.67,0.94,0.80,0.33,209.77,114.21,2.50,3.54,75.60,158.70,2.75,3.88,75.47,158.46,1.79,2.42,47.49,99.57,0.14,0.17,4.17,9.70,1.09,1.49,31.01,65.71,1.80,2.41,48.85,103.46,6.80,10.26,180.98,374.19
195,33287.38,69.18,2820.50,154.84,0.39,1.00,0.00,0.00,0.00,0.00,0.00,0.00,10.56,0.83,1.01,0.54,177.42,150.11,2.49,3.54,75.57,158.45,2.75,3.88,75.45,158.21,1.79,2.41,47.46,99.32,0.14,0.17,4.14,9.45,1.09,1.49,30.98,65.46,1.80,2.40,48.82,103.22,6.80,10.25,180.95,373.94
196,18309.31,293.13,402.17,442.66,0.62,1.00,0.00,0.00,0.00,0.00,0.00,0.00,15.43,4.81,6.30,2.62,294.79,40.65,3.96,5.54,115.61,242.94,4.21,5.88,115.49,242.70,3.25,4.41,87.50,183.82,1.60,2.17,44.18,93.94,0.98,1.33,27.93,59.79,0.26,0.33,6.30,12.68,5.17,8.08,136.22,279.46
197,27626.13,135.66,823.52,913.13,0.56,1.00,0.00,0.00,0.00,0.00,0.00,0.00,8.62,1.41,0.90,0.34,249.08,107.22,4.09,5.71,119.31,251.38,4.34,6.05,119.18,251.14,3.38,4.58,91.20,192.25,1.74,2.34,47.88,102.38,1.11,1.50,31.63,68.23,0.39,0.50,10.00,21.12,5.04,7.91,132.58,270.97
198,51381.88,117.36,1258.48,127.94,0.48,0.00,1.00,0.00,0.00,0.00,0.00,0.00,3.38,1.39,1.36,0.59,147.05,51.05,3.19,4.51,94.54,198.06,3.44,4.85,94.42,197.82,2.48,3.38,66.43,138.93,0.83,1.14,23.11,49.06,0.33,0.44,9.48,20.13,0.98,1.29,25.87,54.77,5.98,9.14,158.00,325.49
199,23766.87,88.61,1033.63,142.21,0.34,0.00,1.00,0.00,0.00,0.00,0.00,0.00,3.60,2.11,1.81,0.88,186.10,134.91,3.20,4.53,94.85,198.68,3.46,4.87,94.73,198.44,2.50,3.40,66.74,139.55,0.85,1.16,23.42,49.68,0.32,0.42,9.18,19.47,0.97,1.27,25.57,54.11,5.96,9.12,157.70,324.84
200,29822.48,78.78,1411.54,1011.57,0.43,0.00,1.00,0.00,0.00,0.00,0.00,0.00,5.25,0.83,1.09,0.62,162.46,105.51,1.81,2.59,54.00,113.93,2.06,2.93,53.88,113.70,1.10,1.46,25.89,54.81,0.62,0.87,18.70,40.15,1.69,2.34,49.18,104.36,2.40,3.26,67.02,142.12,7.40,11.11,199.15,412.84
201,18302.01,108.57,7115.78,1107.13,0.63,1.00,0.00,0.00,0.00,0.00,0.00,0.00,40.83,2.41,2.20,1.00,196.92,47.30,3.78,5.29,109.37,231.53,4.03,5.62,109.25,231.29,3.07,4.16,81.26,172.41,1.43,1.91,37.94,82.53,0.80,1.07,21.69,48.38,0.75,0.98,19.54,42.72,5.74,8.83,148.29,305.91
202,49427.66,388.43,7049.17,1455.31,0.51,1.00,0.00,0.00,0.00,0.00,0.00,0.00,38.08,3.38,2.75,0.94,225.90,50.99,3.77,5.28,109.33,231.21,4.03,5.62,109.21,230.98,3.07,4.15,81.22,172.09,1.42,1.91,37.90,82.21,0.80,1.07,21.65,48.07,0.74,0.97,19.50,42.41,5.74,8.82,148.41,306.07
203,27699.94,390.30,7836.42,167.35,0.69,0.00,1.00,0.00,0.00,0.00,0.00,0.00,11.89,1.85,2.10,0.97,213.47,82.09,4.59,6.32,130.10,271.85,4.84,6.66,129.98,271.61,3.89,5.19,101.99,212.72,2.24,2.95,58.67,122.85,1.61,2.11,42.42,88.70,0.45,0.56,10.25,20.96,4.83,7.53,126.28,257.74
204,39502.56,832.84,1142.41,659.87,0.70,0.00,0.00,0.00,0.00,1.00,0.00,0.00,9.17,1.21,1.07,0.54,102.69,80.51,3.66,5.10,105.74,222.56,3.91,5.44,105.61,222.32,2.95,3.98,77.62,163.44,1.30,1.73,34.30,73.56,0.68,0.89,18.05,39.41,0.67,0.86,17.25,36.90,5.67,8.71,149.38,307.62
205,33961.84,794.52,3169.25,95.99,0.38,1.00,0.00,0.00,0.00,0.00,0.00,0.00,9.31,0.61,0.57,0.37,226.38,112.30,3.68,5.14,106.88,225.25,3.93,5.48,106.75,225.02,2.97,4.01,78.76,166.13,1.33,1.77,35.44,76.25,0.70,0.93,19.19,42.11,0.65,0.83,17.04,36.45,5.65,8.68,149.17,307.17
206,19550.93,90.17,1907.90,164.38,0.44,1.00,0.00,0.00,0.00,0.00,0.00,0.00,10.78,0.42,1.55,1.04,230.71,30.41,3.64,5.10,106.45,223.47,3.90,5.44,106.32,223.24,2.94,3.97,78.33,164.35,1.29,1.73,35.01,74.47,0.67,0.89,18.76,40.33,0.61,0.79,16.40,34.67,5.61,8.64,148.53,305.39
207,21411.18,245.86,7064.48,394.35,0.51,1.00,0.00,0.00,0.00,0.00,0.00,0.00,19.75,2.99,2.76,1.54,190.85,55.25,3.69,5.22,108.16,227.76,3.95,5.56,108.03,227.53,2.99,4.09,80.05,168.64,1.34,1.85,36.73,78.76,0.72,1.01,20.48,44.62,0.79,1.06,21.24,45.61,5.79,8.91,149.96,308.81
208,33879.79,210.84,3598.19,554.00,0.38,1.00,0.00,0.00,0.00,0.00,0.00,0.00,32.85,4.77,7.48,4.06,118.21,49.24,2.38,3.40,71.77,150.57,2.63,3.74,71.64,150.33,1.67,2.27,43.66,91.45,0.19,0.24,4.76,10.34,1.26,1.71,35.25,74.54,1.97,2.62,53.09,112.30,6.97,10.48,185.22,383.02
209,40399.30,102.94,2991.62,530.25,0.53,1.00,0.00,0.00,0.00,0.00,0.00,0.00,10.58,1.44,1.55,1.06,218.43,91.41,2.36,3.36,71.16,148.86,2.61,3.70,71.03,148.63,1.65,2.23,43.05,89.74,0.17,0.20,4.15,8.63,1.24,1.67,34.64,72.84,1.95,2.59,52.48,110.60,6.95,10.44,184.61,381.32
210,67646.31,107.30,6133.51,1511.85,0.58,0.00,0.00,0.00,0.00,1.00,0.00,0.00,31.06,3.64,3.30,1.24,190.81,96.02,0.49,0.69,13.38,28.31,0.91,1.33,21.36,46.00,1.80,2.56,49.12,105.64,2.84,4.07,84.04,180.42,3.91,5.55,114.53,244.63,4.62,6.46,132.37,282.39,9.62,14.31,264.50,553.11
211,15027.27,423.65,367.04,1724.62,0.55,1.00,0.00,0.00,0.00,0.00,0.00,0.00,35.50,9.54,9.81,2.42,218.37,51.33,0.24,0.38,8.09,16.69,0.84,1.26,21.04,44.02,1.55,2.24,43.83,89.99,2.59,3.76,78.76,167.87,3.66,5.23,109.25,232.08,4.37,6.15,127.09,269.84,9.37,14.00,259.21,540.56
